distance_pair	len_sentence	pos_et1	pos_et2	num_ets_left	num_ets_inside	num_ets_right	presence_triggers_left	presence_triggers_inside	presence_triggers_right	num_triggers_left	num_triggers_inside	num_triggers_right	num_triggers_verbs_left	num_triggers_verbs_inside	num_triggers_verbs_right	num_triggers_nouns_left	num_triggers_nouns_insight	num_triggers_nouns_right	num_pos_triggers_left	num_pos_triggers_inside	num_pos_triggers_right	num_neg_triggers_left	num_neg_triggers_inside	num_neg_triggers_right	num_neg_left	num_neg_inside	num_neg_right	num_preps_left	num_preps_inside	num_preps_right	is_head_e1	is_head_e2	size_chunk_e1	size_chunk_e2	num_verbs_left	num_verbs_inside	num_verbs_right	num_nouns_left	num_nouns_inside	num_nouns_right	num_pos_triggers	num_neg_triggers	target	entity_pair	sentence
5	8	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	2	0	0	0	M-NEG	(funds, al-Qaeda)	US funds used for ransom payment to al-Qaeda	
3	7	1	5	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	M-NEG	(US, Russia)	US raises pressure on Russia over deal	
4	14	1	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	2	0	2	3	1	0	NEU	(Kerry, Geneva)	Kerry, Russian delegation in Geneva to explore Syrian deal to eliminate chemical weapons	
7	14	1	9	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	2	0	1	1	0	3	3	1	0	NEU	(Kerry, Syrian)	Kerry, Russian delegation in Geneva to explore Syrian deal to eliminate chemical weapons	
2	14	3	6	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	2	1	1	3	1	0	NEU	(Russian, Geneva)	Kerry, Russian delegation in Geneva to explore Syrian deal to eliminate chemical weapons	
5	14	3	9	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2	2	0	1	1	1	2	3	1	0	NEU	(Russian, Syrian)	Kerry, Russian delegation in Geneva to explore Syrian deal to eliminate chemical weapons	
2	14	6	9	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	2	0	1	1	3	0	3	1	0	NEU	(Geneva, Syrian)	Kerry, Russian delegation in Geneva to explore Syrian deal to eliminate chemical weapons	
1	13	1	3	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	2	1	1	V-NEG	(Putin, U.S.)	Putin accuses U.S. of backing ‘neo-fascists’ and ‘islamic radicals’	
5	13	1	7	0	1	0	0	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	1	1	1	NEU	(Putin, neo-fascists)	Putin accuses U.S. of backing ‘neo-fascists’ and ‘islamic radicals’	
9	12	1	11	0	1	0	0	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	2	0	1	1	NEU	(Putin, islamicradicals)	Putin accuses U.S. of backing ‘neo-fascists’ and ‘islamic radicals’	
3	13	3	7	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	NEU	(U.S., neo-fascists)	Putin accuses U.S. of backing ‘neo-fascists’ and ‘islamic radicals’	
7	12	3	11	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	NEU	(U.S., islamicradicals)	Putin accuses U.S. of backing ‘neo-fascists’ and ‘islamic radicals’	
5	9	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	3	0	1	0	0	3	2	0	1	M-NEG	(U.S., Russian)	U.S. Senator offers measure to sanction Russian arms exporter	
6	9	2	9	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	1	M-NEG	(Senator, exporter)	U.S. Senator offers measure to sanction Russian arms exporter	
4	10	1	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	1	0	0	2	2	1	0	V-POS	(Iraqi, Kurds)	Iraqi government reaches deal with Kurds on oil, budget	
3	10	2	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	2	1	0	V-POS	(government, Kurds)	Iraqi government reaches deal with Kurds on oil, budget	
1	9	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	4	1	0	V-POS	(US, PuertoRico)	US, Puerto Rico sign deal to reform police agency	
6	8	1	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	NEU	(Britain, Iraq)	Britain to send military personnel back to Iraq	
6	11	3	10	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	NEU	(Mexico, U.S.)	AT&T's Mexico deal a cheap foothold outside saturated U.S. market	
7	11	3	11	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	NEU	(Mexico, market)	AT&T's Mexico deal a cheap foothold outside saturated U.S. market	
2	10	1	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	4	1	0	NEU	(Iraq, NATO)	Iraq will ask NATO for help training its security forces	
8	10	1	10	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	4	0	1	0	NEU	(Iraq, forces)	Iraq will ask NATO for help training its security forces	
5	10	4	10	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	3	0	1	0	NEU	(NATO, forces)	Iraq will ask NATO for help training its security forces	
3	9	5	9	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	NEU	(convoy, border)	Pressure mounts as Russian convoy reaches Ukraine's border	
3	15	1	5	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	2	0	1	2	0	1	M-NEG	(Rebels, alQaeda)	Rebels issue ultimatum to al Qaeda in Syria: Surrender or face 'a massacre'	
6	16	1	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	1	1	0	1	2	0	3	1	0	1	NEU	(Rebels, Syria)	Rebels issue ultimatum to al Qaeda in Syria: Surrender or face 'a massacre'	
1	15	5	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	2	2	0	1	0	1	NEU	(alQaeda, Syria)	Rebels issue ultimatum to al Qaeda in Syria: Surrender or face 'a massacre'	
6	8	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	1	0	0	1	0	0	0	NEU	(U.S., Philippines)	U.S. seeks expanded role for military in Philippines	
8	11	1	10	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	1	2	0	1	0	0	4	1	0	1	NEU	(Britain, Canada)	Britain puts armed soldiers at London tourist attraction after Canada attack	
1	9	1	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	3	1	0	V-POS	(Ukraine, Russia)	Ukraine, Russia agree on winter natural gas supply	
1	7	2	4	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	1	0	2	1	0	M-NEG	(leader, US)	House leader urges US solidarity with Israel	
4	7	2	7	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	2	0	1	0	M-POS	(leader, Israel)	House leader urges US solidarity with Israel	
2	7	4	7	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	0	0	2	1	0	1	0	NEU	(US, Israel)	House leader urges US solidarity with Israel	
4	17	1	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	2	0	0	0	0	3	5	0	0	NEU	(US, Japan)	US markets legend thanks 'Japan's Oskar Schindler' for 'miracle' escape from Nazis	
6	16	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	0	0	0	0	4	3	0	0	NEU	(US, OskarSchindler)	US markets legend thanks 'Japan's Oskar Schindler' for 'miracle' escape from Nazis	
3	17	2	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	1	2	5	0	0	NEU	(markets, Japan)	US markets legend thanks 'Japan's Oskar Schindler' for 'miracle' escape from Nazis	
4	16	3	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	2	3	0	0	M-POS	(legend, OskarSchindler)	US markets legend thanks 'Japan's Oskar Schindler' for 'miracle' escape from Nazis	
5	12	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	1	0	1	0	3	2	0	0	0	NEU	(Israel, UnitedStates)	Deal Professor: Overhaul of Israel’s economy offers lessons for United States	
8	12	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	3	0	1	0	0	3	2	0	0	NEU	(Germany, EU)	Germany sees no obstacles to green energy law after EU court ruling	
5	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	NEU	(NorthKorea, Russia)	North Korea to send special envoy to Russia	
1	10	1	3	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	5	0	0	0	1	0	0	3	0	1	M-POS	(U.S., U.K.)	U.S., U.K. and France denounce intimidation of Libyan parliament	
3	10	1	5	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	5	0	0	0	1	0	1	2	0	1	M-POS	(U.S., France)	U.S., U.K. and France denounce intimidation of Libyan parliament	
8	10	1	10	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	5	0	0	1	0	0	3	0	0	1	M-POS	(U.S., parliament)	U.S., U.K. and France denounce intimidation of Libyan parliament	
1	10	3	5	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	M-POS	(U.K., France)	U.S., U.K. and France denounce intimidation of Libyan parliament	
6	10	3	10	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	1	M-POS	(U.K., parliament)	U.S., U.K. and France denounce intimidation of Libyan parliament	
4	10	5	10	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	M-POS	(France, parliament)	U.S., U.K. and France denounce intimidation of Libyan parliament	
5	8	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	2	2	0	1	0	0	2	1	1	0	NEU	(Afghan, Iraq)	Afghan pact signed amid questions on Iraq pullout	
3	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	1	1	0	0	NEU	(China, Taiwan)	China dissident runs in Taiwan vote	
2	6	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	0	0	0	1	1	1	0	0	NEU	(dissident, Taiwan)	China dissident runs in Taiwan vote	
5	11	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	2	2	0	0	NEU	(U.S., Canada)	U.S. suspends some poultry imports from Canada due to bird flu	
1	9	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	2	0	0	0	0	0	4	1	0	V-POS	(SouthKoreans, Japan)	South Koreans back Japan’s peace constitution as Nobel Prize-worthy	
4	9	1	6	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	2	1	0	V-POS	(SouthKoreans, constitution)	South Koreans back Japan’s peace constitution as Nobel Prize-worthy	
2	12	1	4	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	2	0	0	2	0	1	3	1	0	V-POS	(U.S., Russian)	U.S. backing of Russian plan leaves a wary Israel focusing on self-reliance	
3	12	1	5	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	2	0	1	2	1	0	V-POS	(U.S., plan)	U.S. backing of Russian plan leaves a wary Israel focusing on self-reliance	
7	12	1	9	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	1	1	0	2	1	1	0	M-NEG	(U.S., Israel)	U.S. backing of Russian plan leaves a wary Israel focusing on self-reliance	
4	12	4	9	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	1	1	2	1	1	1	0	M-NEG	(Russian, Israel)	U.S. backing of Russian plan leaves a wary Israel focusing on self-reliance	
3	12	5	9	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2	0	1	1	0	M-NEG	(plan, Israel)	U.S. backing of Russian plan leaves a wary Israel focusing on self-reliance	
3	8	1	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	4	0	1	0	0	1	2	0	1	V-NEG	(Obama, Egyptian)	Obama finds time for Egyptian condemnation and golf	
0	8	2	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	1	0	NEU	(U.S., Iran)	No U.S.-Iran deal to fight militants: Kerry	
3	8	2	6	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	NEU	(U.S., militants)	No U.S.-Iran deal to fight militants: Kerry	
3	8	2	6	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	NEU	(Iran, militants)	No U.S.-Iran deal to fight militants: Kerry	
1	7	1	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	2	0	1	V-NEG	(China, India)	China chides India over new border posts	
2	9	4	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	2	0	0	0	2	1	1	0	1	V-NEG	(Syrian, Turkey)	AP Interview: Syrian official slams Turkey's role	
3	9	5	9	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	V-NEG	(official, role)	AP Interview: Syrian official slams Turkey's role	
0	9	6	6	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	1	0	2	0	1	M-POS	(U.S., China)	Cyber-spying concerns won't overshadow U.S.-China talks: Lew	
7	12	1	9	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	2	0	1	0	0	0	2	1	0	M-NEG	(Congress, Obama)	Congress wary, but unlikely to blow up Obama's Iran deal	
9	12	1	11	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	M-NEG	(Congress, Iran)	Congress wary, but unlikely to blow up Obama's Iran deal	
1	12	9	11	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	1	0	1	1	0	V-POS	(Obama, Iran)	Congress wary, but unlikely to blow up Obama's Iran deal	
5	7	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	2	0	0	1	V-NEG	(US, BenjaminNetanyahu)	US officials in abusive attack on Benjamin Netanyahu	
4	7	2	7	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	1	1	0	0	0	1	1	0	0	1	V-NEG	(officials, BenjaminNetanyahu)	US officials in abusive attack on Benjamin Netanyahu	
4	9	3	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	M-NEG	(leader, US)	New Honduran leader sworn-in, urges more US help	
8	11	1	10	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	1	2	0	1	0	0	4	1	0	1	NEU	(US, Syria)	US faces limits of air power in battle over Syria town	
9	11	1	11	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0	1	0	0	5	0	0	1	NEU	(US, town)	US faces limits of air power in battle over Syria town	
4	12	1	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	3	1	0	M-POS	(U.S., Israel)	U.S. caught between support for Israel and European push for peace talks	
6	12	1	8	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	1	0	0	2	3	1	0	NEU	(U.S., European)	U.S. caught between support for Israel and European push for peace talks	
1	12	6	8	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	2	0	3	1	0	NEU	(Israel, European)	U.S. caught between support for Israel and European push for peace talks	
4	8	1	6	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	1	0	0	2	1	1	0	NEU	(Argentina, Malaysia)	Argentina's YPF signs deal Malaysia's Petronas	
6	8	1	8	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	3	0	1	0	NEU	(Argentina, Petronas)	Argentina's YPF signs deal Malaysia's Petronas	
2	8	3	6	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	1	1	1	0	NEU	(YPF, Malaysia)	Argentina's YPF signs deal Malaysia's Petronas	
4	8	3	8	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	V-POS	(YPF, Petronas)	Argentina's YPF signs deal Malaysia's Petronas	
7	11	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	2	0	2	1	0	1	1	0	0	NEU	(Putin, Ukraine)	Putin vows to protect ethnic Russians abroad after Ukraine truce expires	
8	11	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	2	1	0	2	0	0	0	NEU	(Putin, truce)	Putin vows to protect ethnic Russians abroad after Ukraine truce expires	
2	12	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	2	0	0	4	0	0	NEU	(Obama, Myanmar)	Obama calls on Myanmar to protect Rohingya; Suu Kyi urges harmony	
5	12	1	7	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	2	1	0	1	3	0	0	M-POS	(Obama, Rohingya)	Obama calls on Myanmar to protect Rohingya; Suu Kyi urges harmony	
2	12	4	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	3	0	0	NEU	(Myanmar, Rohingya)	Obama calls on Myanmar to protect Rohingya; Suu Kyi urges harmony	
3	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	1	0	0	1	1	0	0	M-NEG	(US, China)	US sends B-52 over China-claimed waters	
2	11	4	7	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	2	1	1	0	1	0	1	2	0	1	NEU	(Australian, Jakarta)	Protest planned at Australian embassy in Jakarta as spy row grows	
1	11	5	7	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	2	0	1	NEU	(embassy, Jakarta)	Protest planned at Australian embassy in Jakarta as spy row grows	
3	13	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	2	0	1	3	1	0	NEU	(Russia, Kiev)	Russia says arms for Kiev won't help solve Ukraine crisis: RIA	
8	13	1	10	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	2	0	3	0	0	2	2	1	0	NEU	(Russia, Ukraine)	Russia says arms for Kiev won't help solve Ukraine crisis: RIA	
1	9	1	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	2	0	0	1	1	0	NEU	(NATO, Iraq)	NATO reviewing Iraq request to help build up military	
2	8	1	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	M-POS	(American, NorthKorea)	American freed by North Korea is back in U.S.	
3	8	4	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	NEU	(NorthKorea, U.S.)	American freed by North Korea is back in U.S.	
1	10	2	4	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	2	1	1	NEU	(US, China)	The US wants China's help blocking North Korean hackers	
5	9	2	8	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	2	1	1	1	M-NEG	(US, NorthKorean)	The US wants China's help blocking North Korean hackers	
7	10	2	10	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	1	M-NEG	(US, hackers)	The US wants China's help blocking North Korean hackers	
3	9	4	8	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	2	2	1	1	0	1	1	1	1	1	NEU	(China, NorthKorean)	The US wants China's help blocking North Korean hackers	
5	10	4	10	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	1	0	1	1	0	1	1	NEU	(China, hackers)	The US wants China's help blocking North Korean hackers	
1	7	1	3	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	1	0	0	0	2	1	1	M-POS	(Russia, rebel)	Russia defends rebel vote in eastern Ukraine	
5	7	1	7	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	M-NEG	(Russia, Ukraine)	Russia defends rebel vote in eastern Ukraine	
1	8	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	2	0	1	V-NEG	(Jihadists, Kurds)	Jihadists battle Kurds on streets of Syrian town	
6	8	1	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	3	0	0	1	NEU	(Jihadists, town)	Jihadists battle Kurds on streets of Syrian town	
3	8	3	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	2	1	1	0	1	NEU	(Kurds, Syrian)	Jihadists battle Kurds on streets of Syrian town	
4	8	3	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	1	NEU	(Kurds, town)	Jihadists battle Kurds on streets of Syrian town	
6	16	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0	0	1	1	0	2	3	0	0	NEU	(SierraLeone, US)	Sierra Leone surgeon with Ebola to become first non-US citizen to be flown to America for treatment	
6	17	3	10	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	2	1	2	0	0	NEU	(surgeon, citizen)	Sierra Leone surgeon with Ebola to become first non-US citizen to be flown to America for treatment	
